word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
slightly,0.003,0.006,0.006,0.012,0.018,0.016,0.022,0.021,0.016,0.013,0.021,0.027
incorporate,0.024,0.064,0.074,0.089,0.085,0.069,0.063,0.065,0.058,0.052,0.059,0.065
##lose,0.011,0.012,0.016,0.014,0.017,0.027,0.036,0.043,0.039,0.031,0.031,0.011
food,0.006,0.006,0.005,0.007,0.007,0.006,0.007,0.008,0.009,0.009,0.01,0.008
mixture,0.004,0.006,0.009,0.008,0.008,0.009,0.012,0.011,0.015,0.008,0.004,0.001
repeatedly,0.002,0.006,0.012,0.01,0.005,0.003,0.003,0.004,0.003,0.005,0.009,0.012
turning,0.005,0.008,0.008,0.01,0.014,0.015,0.02,0.023,0.019,0.016,0.006,0.024
without,0.003,0.002,0.003,0.003,0.004,0.003,0.004,0.006,0.006,0.006,0.01,0.005
stirring,0.008,0.017,0.021,0.027,0.035,0.042,0.055,0.059,0.05,0.037,0.02,0.042
beating,0.002,0.007,0.012,0.018,0.02,0.016,0.029,0.028,0.03,0.03,0.044,0.012
guide,0.002,0.005,0.008,0.011,0.01,0.01,0.016,0.014,0.015,0.02,0.059,0.004
draw,0.002,0.004,0.004,0.006,0.005,0.003,0.004,0.004,0.004,0.005,0.01,0.002
pass,0.002,0.004,0.005,0.008,0.008,0.009,0.008,0.011,0.012,0.01,0.014,0.008
across,0.008,0.015,0.019,0.021,0.021,0.021,0.02,0.028,0.028,0.018,0.01,0.022
red,0.003,0.01,0.014,0.022,0.029,0.028,0.028,0.026,0.021,0.015,0.015,0.015
##ee,0.001,0.005,0.005,0.01,0.01,0.014,0.023,0.028,0.038,0.036,0.04,0.011
##m,0.002,0.004,0.004,0.005,0.004,0.005,0.007,0.007,0.012,0.013,0.018,0.019
deliver,0.005,0.006,0.004,0.003,0.004,0.004,0.002,0.002,0.002,0.006,0.019,0.012
harm,0.002,0.008,0.012,0.019,0.023,0.021,0.023,0.025,0.019,0.011,0.007,0.038
strike,0.006,0.016,0.015,0.018,0.02,0.02,0.025,0.022,0.017,0.014,0.02,0.047
medical,0.002,0.001,0.003,0.003,0.004,0.004,0.006,0.008,0.008,0.006,0.009,0.01
procedure,0.014,0.022,0.031,0.03,0.033,0.033,0.041,0.044,0.041,0.041,0.067,0.016
u,0.003,0.006,0.008,0.008,0.013,0.012,0.013,0.013,0.009,0.009,0.013,0.015
manual,0.007,0.015,0.023,0.03,0.036,0.033,0.039,0.036,0.025,0.034,0.064,0.017
##etus,0.005,0.012,0.018,0.021,0.022,0.029,0.031,0.03,0.032,0.036,0.04,0.049
aid,0.005,0.011,0.013,0.017,0.017,0.018,0.029,0.029,0.029,0.027,0.027,0.01
delivery,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.005,0.007,0.005
restart,0.005,0.015,0.026,0.026,0.022,0.015,0.02,0.022,0.025,0.022,0.014,0.014
continue,0.007,0.015,0.024,0.026,0.027,0.024,0.032,0.031,0.027,0.015,0.009,0.051
interrupt,0.001,0.019,0.045,0.045,0.049,0.033,0.03,0.021,0.008,0.004,0.003,0.04
##ion,0.008,0.029,0.049,0.065,0.083,0.109,0.127,0.12,0.092,0.061,0.039,0.046
begin,0.002,0.005,0.008,0.015,0.012,0.016,0.016,0.017,0.015,0.01,0.013,0.011
##ew,0.002,0.013,0.015,0.021,0.029,0.032,0.033,0.029,0.024,0.02,0.019,0.011
##e,0.003,0.002,0.003,0.004,0.004,0.005,0.006,0.007,0.009,0.011,0.016,0.006
come,0.002,0.003,0.004,0.004,0.003,0.006,0.01,0.016,0.017,0.018,0.026,0.005
upon,0.004,0.005,0.005,0.007,0.007,0.008,0.013,0.011,0.011,0.011,0.017,0.058
suddenly,0.002,0.003,0.001,0.002,0.001,0.004,0.006,0.009,0.009,0.011,0.025,0.013
introduction,0.004,0.015,0.032,0.039,0.038,0.044,0.05,0.052,0.045,0.041,0.043,0.027
starting,0.01,0.02,0.019,0.021,0.024,0.027,0.037,0.038,0.033,0.028,0.026,0.018
first,0.002,0.003,0.005,0.006,0.007,0.009,0.011,0.01,0.011,0.012,0.019,0.006
introducing,0.01,0.024,0.014,0.02,0.024,0.03,0.037,0.043,0.04,0.033,0.012,0.028
folding,0.022,0.033,0.039,0.031,0.031,0.042,0.049,0.056,0.052,0.043,0.035,0.052
train,0.004,0.008,0.008,0.011,0.012,0.011,0.016,0.018,0.016,0.011,0.014,0.02
##olis,0.005,0.008,0.01,0.011,0.013,0.015,0.018,0.022,0.028,0.035,0.035,0.023
##h,0.002,0.004,0.005,0.006,0.005,0.005,0.006,0.007,0.009,0.012,0.018,0.003
taste,0.003,0.006,0.006,0.007,0.011,0.01,0.013,0.012,0.01,0.012,0.011,0.003
teach,0.017,0.027,0.031,0.035,0.037,0.033,0.042,0.048,0.036,0.031,0.023,0.093
##rim,0.002,0.01,0.03,0.048,0.058,0.068,0.083,0.082,0.066,0.059,0.039,0.123
##ina,0.0,0.002,0.002,0.002,0.002,0.005,0.005,0.005,0.006,0.007,0.01,0.007
##tive,0.002,0.011,0.01,0.008,0.009,0.008,0.011,0.01,0.01,0.012,0.029,0.04
##st,0.001,0.004,0.007,0.008,0.009,0.011,0.017,0.019,0.018,0.016,0.02,0.013
##ru,0.004,0.013,0.043,0.048,0.053,0.063,0.078,0.088,0.09,0.093,0.089,0.052
##line,0.001,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.007,0.012,0.004
lines,0.001,0.005,0.007,0.01,0.011,0.012,0.014,0.017,0.015,0.013,0.017,0.023
underneath,0.003,0.003,0.005,0.009,0.011,0.012,0.016,0.017,0.017,0.017,0.02,0.034
call,0.002,0.004,0.004,0.006,0.006,0.006,0.006,0.005,0.005,0.006,0.013,0.015
possibility,0.003,0.005,0.004,0.003,0.003,0.003,0.003,0.002,0.003,0.002,0.008,0.012
future,0.002,0.005,0.008,0.013,0.018,0.015,0.014,0.016,0.012,0.01,0.011,0.007
prediction,0.001,0.004,0.001,0.002,0.001,0.001,0.0,0.001,0.001,0.002,0.004,0.015
require,0.003,0.005,0.006,0.013,0.021,0.02,0.015,0.013,0.009,0.01,0.019,0.02
need,0.001,0.003,0.004,0.004,0.005,0.005,0.006,0.008,0.009,0.008,0.01,0.006
indication,0.006,0.012,0.014,0.009,0.009,0.013,0.012,0.014,0.014,0.012,0.018,0.005
damage,0.005,0.005,0.003,0.005,0.006,0.009,0.012,0.012,0.011,0.007,0.01,0.032
burst,0.006,0.007,0.005,0.003,0.002,0.002,0.002,0.002,0.001,0.004,0.018,0.031
moment,0.003,0.005,0.008,0.011,0.015,0.015,0.014,0.014,0.011,0.006,0.013,0.012
health,0.001,0.005,0.012,0.014,0.015,0.013,0.016,0.017,0.015,0.008,0.007,0.015
existence,0.002,0.002,0.004,0.006,0.005,0.006,0.008,0.008,0.008,0.004,0.004,0.01
characterized,0.003,0.007,0.006,0.004,0.005,0.004,0.006,0.006,0.005,0.009,0.031,0.045
##ess,0.003,0.002,0.005,0.005,0.006,0.009,0.016,0.025,0.041,0.052,0.062,0.004
##istic,0.0,0.003,0.002,0.002,0.01,0.009,0.009,0.008,0.005,0.007,0.011,0.016
sense,0.003,0.002,0.002,0.004,0.005,0.007,0.009,0.008,0.007,0.005,0.005,0.019
##ade,0.002,0.009,0.013,0.029,0.033,0.056,0.065,0.073,0.069,0.068,0.077,0.018
##qua,0.002,0.01,0.022,0.028,0.037,0.047,0.057,0.063,0.06,0.042,0.021,0.094
##cy,0.001,0.005,0.006,0.005,0.009,0.01,0.011,0.01,0.009,0.009,0.017,0.016
des,0.003,0.014,0.031,0.027,0.031,0.03,0.036,0.036,0.029,0.024,0.018,0.034
##po,0.001,0.001,0.005,0.007,0.011,0.013,0.013,0.012,0.009,0.007,0.008,0.023
lack,0.006,0.015,0.024,0.022,0.022,0.015,0.018,0.017,0.016,0.019,0.023,0.043
changing,0.007,0.013,0.018,0.017,0.024,0.024,0.026,0.024,0.019,0.014,0.012,0.02
circuit,0.003,0.008,0.005,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.01,0.008
us,0.001,0.005,0.007,0.012,0.012,0.014,0.017,0.022,0.02,0.012,0.01,0.016
##u,0.002,0.007,0.009,0.012,0.012,0.015,0.02,0.022,0.019,0.013,0.014,0.033
returning,0.004,0.005,0.005,0.005,0.007,0.004,0.006,0.006,0.006,0.006,0.019,0.011
circles,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.004,0.004,0.004,0.017,0.007
##son,0.001,0.007,0.009,0.014,0.012,0.018,0.026,0.028,0.032,0.034,0.049,0.002
several,0.002,0.001,0.002,0.002,0.003,0.003,0.004,0.006,0.006,0.005,0.007,0.004
##oni,0.001,0.003,0.004,0.004,0.008,0.015,0.013,0.014,0.012,0.006,0.001,0.012
##ously,0.011,0.027,0.036,0.051,0.065,0.066,0.091,0.115,0.096,0.082,0.071,0.082
submit,0.021,0.041,0.042,0.055,0.058,0.049,0.053,0.055,0.057,0.061,0.083,0.052
send,0.006,0.008,0.009,0.013,0.018,0.024,0.031,0.035,0.033,0.031,0.016,0.119
joined,0.001,0.005,0.009,0.009,0.012,0.01,0.009,0.007,0.003,0.002,0.01,0.038
linked,0.005,0.007,0.012,0.014,0.014,0.016,0.013,0.018,0.017,0.015,0.014,0.006
different,0.003,0.003,0.006,0.008,0.009,0.009,0.011,0.015,0.011,0.008,0.008,0.02
during,0.003,0.004,0.004,0.003,0.004,0.005,0.007,0.006,0.004,0.005,0.013,0.016
distinct,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.007,0.004,0.008
acquire,0.001,0.001,0.002,0.002,0.002,0.004,0.006,0.009,0.009,0.005,0.005,0.01
seize,0.007,0.013,0.014,0.012,0.011,0.013,0.016,0.016,0.017,0.01,0.007,0.026
gain,0.003,0.004,0.007,0.007,0.007,0.007,0.006,0.008,0.008,0.007,0.006,0.015
possession,0.002,0.001,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.007,0.016,0.008
##dicate,0.001,0.007,0.008,0.008,0.012,0.015,0.021,0.017,0.011,0.007,0.01,0.019
pledge,0.001,0.029,0.041,0.034,0.031,0.022,0.026,0.024,0.018,0.012,0.014,0.032
entirely,0.002,0.003,0.004,0.004,0.002,0.004,0.006,0.008,0.007,0.005,0.004,0.091
decide,0.002,0.002,0.004,0.006,0.007,0.007,0.01,0.011,0.006,0.004,0.007,0.03
schedule,0.005,0.011,0.015,0.013,0.017,0.023,0.025,0.031,0.032,0.044,0.051,0.005
charity,0.002,0.006,0.012,0.015,0.016,0.016,0.021,0.023,0.021,0.011,0.015,0.011
rub,0.007,0.005,0.004,0.005,0.006,0.006,0.007,0.006,0.004,0.006,0.022,0.02
##ric,0.002,0.006,0.007,0.008,0.009,0.01,0.013,0.011,0.008,0.005,0.011,0.011
regulate,0.018,0.032,0.033,0.043,0.048,0.044,0.057,0.068,0.06,0.041,0.013,0.035
##tre,0.002,0.012,0.026,0.042,0.058,0.069,0.078,0.074,0.056,0.035,0.012,0.063
##at,0.001,0.002,0.005,0.008,0.011,0.018,0.033,0.042,0.051,0.053,0.053,0.008
courts,0.001,0.003,0.009,0.015,0.02,0.021,0.025,0.024,0.021,0.017,0.01,0.025
##hip,0.001,0.004,0.004,0.007,0.007,0.009,0.014,0.02,0.028,0.031,0.04,0.012
appeal,0.001,0.004,0.005,0.004,0.005,0.004,0.009,0.007,0.006,0.006,0.018,0.016
superior,0.004,0.006,0.011,0.013,0.022,0.022,0.028,0.03,0.02,0.013,0.012,0.062
status,0.002,0.005,0.006,0.007,0.01,0.013,0.021,0.018,0.016,0.016,0.023,0.021
rank,0.001,0.002,0.004,0.006,0.006,0.008,0.009,0.006,0.004,0.004,0.008,0.01
strength,0.009,0.02,0.028,0.033,0.035,0.039,0.042,0.048,0.044,0.043,0.054,0.023
cease,0.003,0.001,0.002,0.004,0.005,0.003,0.005,0.004,0.004,0.005,0.014,0.026
##tion,0.002,0.002,0.003,0.003,0.004,0.005,0.008,0.007,0.006,0.005,0.01,0.011
break,0.004,0.004,0.007,0.008,0.008,0.011,0.013,0.008,0.008,0.009,0.019,0.01
down,0.004,0.004,0.007,0.009,0.009,0.01,0.013,0.014,0.015,0.017,0.022,0.011
metaphor,0.002,0.001,0.001,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.005
##ically,0.001,0.004,0.005,0.008,0.013,0.019,0.023,0.022,0.016,0.01,0.003,0.065
reply,0.004,0.005,0.005,0.004,0.004,0.003,0.007,0.005,0.003,0.006,0.023,0.034
verbal,0.003,0.003,0.005,0.003,0.003,0.002,0.002,0.003,0.006,0.01,0.016,0.008
##ly,0.002,0.003,0.006,0.01,0.012,0.018,0.015,0.013,0.013,0.014,0.019,0.011
question,0.003,0.007,0.008,0.011,0.014,0.014,0.019,0.02,0.018,0.015,0.013,0.009
comment,0.002,0.005,0.007,0.009,0.013,0.015,0.021,0.024,0.025,0.019,0.015,0.022
speech,0.003,0.008,0.007,0.012,0.012,0.014,0.017,0.013,0.011,0.012,0.017,0.012
react,0.027,0.042,0.033,0.028,0.027,0.027,0.039,0.035,0.028,0.023,0.016,0.433
case,0.001,0.005,0.006,0.006,0.006,0.006,0.01,0.013,0.014,0.013,0.016,0.006
forcing,0.01,0.011,0.007,0.004,0.005,0.006,0.007,0.011,0.012,0.01,0.003,0.012
yourself,0.001,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.003,0.004,0.011,0.007
forced,0.005,0.024,0.044,0.052,0.058,0.05,0.06,0.05,0.029,0.015,0.009,0.039
restricted,0.001,0.001,0.002,0.004,0.007,0.005,0.008,0.008,0.007,0.01,0.005,0.001
explain,0.003,0.003,0.006,0.007,0.006,0.007,0.01,0.013,0.013,0.008,0.006,0.017
pursue,0.008,0.029,0.034,0.038,0.031,0.03,0.036,0.044,0.035,0.032,0.015,0.105
sport,0.002,0.004,0.007,0.01,0.011,0.011,0.013,0.012,0.009,0.01,0.01,0.007
wild,0.003,0.018,0.035,0.038,0.04,0.036,0.051,0.049,0.039,0.025,0.02,0.088
opposition,0.001,0.005,0.008,0.012,0.014,0.016,0.023,0.02,0.018,0.013,0.019,0.012
added,0.002,0.001,0.003,0.004,0.004,0.003,0.005,0.008,0.008,0.006,0.006,0.006
bank,0.003,0.009,0.015,0.015,0.014,0.01,0.013,0.016,0.011,0.01,0.017,0.013
similar,0.003,0.005,0.007,0.011,0.016,0.015,0.015,0.014,0.009,0.006,0.009,0.003
institution,0.011,0.035,0.038,0.044,0.045,0.046,0.06,0.059,0.054,0.057,0.084,0.039
routine,0.003,0.008,0.005,0.006,0.01,0.012,0.012,0.014,0.014,0.015,0.025,0.004
assembled,0.007,0.011,0.015,0.028,0.033,0.024,0.04,0.045,0.042,0.032,0.003,0.043
movement,0.006,0.01,0.009,0.011,0.014,0.012,0.016,0.016,0.014,0.013,0.014,0.011
party,0.004,0.01,0.01,0.012,0.013,0.013,0.016,0.017,0.015,0.013,0.011,0.016
dancing,0.006,0.007,0.013,0.014,0.016,0.016,0.022,0.022,0.022,0.016,0.013,0.037
server,0.004,0.01,0.018,0.02,0.021,0.017,0.024,0.022,0.017,0.004,0.005,0.017
science,0.004,0.009,0.012,0.016,0.017,0.016,0.013,0.01,0.008,0.011,0.028,0.017
client,0.005,0.007,0.009,0.011,0.011,0.009,0.009,0.009,0.008,0.007,0.009,0.005
stations,0.006,0.001,0.002,0.004,0.002,0.002,0.003,0.005,0.004,0.005,0.013,0.036
files,0.003,0.008,0.006,0.007,0.006,0.005,0.007,0.005,0.005,0.007,0.022,0.006
printer,0.001,0.004,0.014,0.016,0.018,0.019,0.032,0.032,0.028,0.022,0.03,0.014
resources,0.002,0.007,0.007,0.008,0.008,0.007,0.007,0.006,0.004,0.007,0.015,0.004
network,0.008,0.013,0.019,0.018,0.018,0.021,0.024,0.026,0.023,0.028,0.04,0.02
prohibit,0.006,0.006,0.014,0.01,0.007,0.01,0.013,0.012,0.015,0.018,0.019,0.034
public,0.002,0.003,0.005,0.007,0.007,0.009,0.012,0.013,0.012,0.007,0.012,0.006
movie,0.001,0.008,0.004,0.006,0.007,0.007,0.012,0.013,0.013,0.007,0.002,0.036
newspaper,0.002,0.008,0.009,0.007,0.006,0.008,0.018,0.016,0.018,0.021,0.028,0.015
file,0.005,0.006,0.006,0.006,0.006,0.007,0.008,0.007,0.007,0.007,0.011,0.01
contains,0.007,0.008,0.009,0.01,0.009,0.01,0.015,0.019,0.024,0.023,0.019,0.016
using,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.01,0.015
seven,0.003,0.003,0.004,0.005,0.004,0.004,0.005,0.006,0.007,0.009,0.013,0.023
bit,0.006,0.012,0.022,0.027,0.03,0.028,0.026,0.026,0.017,0.015,0.018,0.017
AS,0.004,0.012,0.025,0.029,0.022,0.02,0.019,0.018,0.017,0.015,0.029,0.085
##CI,0.01,0.013,0.02,0.034,0.039,0.044,0.048,0.06,0.072,0.101,0.124,0.006
##I,0.005,0.008,0.012,0.02,0.023,0.028,0.036,0.037,0.039,0.041,0.044,0.007
acknowledging,0.012,0.03,0.018,0.011,0.013,0.02,0.029,0.026,0.02,0.016,0.006,0.037
##ck,0.003,0.002,0.003,0.004,0.005,0.008,0.011,0.014,0.022,0.026,0.032,0.002
##no,0.001,0.004,0.004,0.005,0.006,0.005,0.005,0.005,0.005,0.007,0.015,0.015
##wl,0.001,0.03,0.076,0.111,0.15,0.163,0.193,0.178,0.125,0.075,0.009,0.28
pretending,0.017,0.021,0.021,0.019,0.022,0.023,0.026,0.04,0.039,0.022,0.0,0.069
outward,0.002,0.004,0.006,0.012,0.009,0.01,0.011,0.014,0.008,0.007,0.013,0.072
se,0.005,0.009,0.018,0.023,0.024,0.029,0.037,0.038,0.033,0.037,0.055,0.037
##mb,0.001,0.003,0.005,0.005,0.006,0.007,0.011,0.018,0.021,0.022,0.032,0.024
mi,0.002,0.001,0.007,0.009,0.01,0.011,0.011,0.013,0.011,0.012,0.015,0.02
##re,0.002,0.002,0.002,0.004,0.007,0.009,0.007,0.007,0.007,0.013,0.029,0.015
##res,0.002,0.005,0.002,0.003,0.004,0.009,0.011,0.012,0.021,0.031,0.049,0.031
##ents,0.001,0.001,0.007,0.006,0.014,0.022,0.024,0.021,0.011,0.005,0.01,0.055
Be,0.001,0.002,0.004,0.002,0.002,0.002,0.003,0.005,0.005,0.006,0.015,0.009
##come,0.001,0.004,0.009,0.01,0.01,0.013,0.019,0.021,0.016,0.016,0.022,0.068
feeling,0.002,0.004,0.003,0.003,0.003,0.004,0.007,0.007,0.006,0.008,0.013,0.01
widely,0.001,0.002,0.007,0.008,0.007,0.006,0.006,0.005,0.007,0.006,0.005,0.003
connect,0.004,0.011,0.01,0.012,0.009,0.008,0.011,0.021,0.032,0.034,0.038,0.028
target,0.002,0.003,0.005,0.008,0.013,0.013,0.015,0.015,0.011,0.005,0.005,0.004
quickly,0.004,0.008,0.016,0.017,0.02,0.016,0.02,0.018,0.014,0.012,0.012,0.013
income,0.002,0.006,0.008,0.009,0.007,0.005,0.006,0.006,0.004,0.003,0.015,0.037
collected,0.006,0.004,0.004,0.004,0.005,0.007,0.007,0.009,0.006,0.004,0.003,0.012
tax,0.005,0.011,0.018,0.022,0.02,0.02,0.023,0.023,0.02,0.023,0.028,0.009
taxation,0.012,0.007,0.015,0.026,0.026,0.031,0.037,0.039,0.038,0.046,0.059,0.009
deciding,0.015,0.028,0.031,0.03,0.029,0.03,0.038,0.043,0.043,0.037,0.027,0.024
factor,0.003,0.004,0.005,0.005,0.004,0.003,0.005,0.006,0.004,0.006,0.013,0.024
affairs,0.004,0.004,0.008,0.007,0.01,0.008,0.009,0.008,0.006,0.006,0.014,0.02
outcome,0.002,0.005,0.008,0.009,0.009,0.008,0.015,0.011,0.012,0.012,0.01,0.008
region,0.002,0.005,0.008,0.012,0.011,0.011,0.021,0.02,0.02,0.012,0.026,0.011
allocated,0.009,0.015,0.023,0.029,0.029,0.029,0.041,0.041,0.035,0.037,0.028,0.065
occupied,0.002,0.005,0.005,0.005,0.005,0.004,0.005,0.006,0.006,0.009,0.015,0.044
contribution,0.006,0.014,0.015,0.015,0.017,0.015,0.015,0.02,0.017,0.017,0.02,0.037
trust,0.002,0.003,0.008,0.011,0.012,0.013,0.014,0.013,0.009,0.008,0.012,0.006
ve,0.016,0.038,0.041,0.072,0.068,0.062,0.055,0.059,0.053,0.042,0.025,0.025
##rac,0.026,0.077,0.118,0.149,0.17,0.192,0.213,0.204,0.168,0.112,0.044,0.193
##ity,0.002,0.003,0.004,0.003,0.003,0.004,0.005,0.006,0.007,0.007,0.009,0.01
arrangement,0.005,0.008,0.01,0.008,0.006,0.006,0.008,0.006,0.005,0.006,0.03,0.001
logical,0.003,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.005,0.016,0.026
##hen,0.004,0.018,0.045,0.055,0.062,0.075,0.088,0.095,0.086,0.074,0.06,0.045
elements,0.001,0.008,0.008,0.007,0.007,0.006,0.008,0.009,0.01,0.009,0.009,0.02
scheme,0.001,0.002,0.002,0.005,0.006,0.009,0.014,0.023,0.026,0.021,0.014,0.017
bounds,0.004,0.012,0.015,0.027,0.036,0.034,0.036,0.038,0.021,0.021,0.021,0.015
freedom,0.001,0.003,0.007,0.006,0.005,0.004,0.004,0.005,0.007,0.011,0.023,0.027
collect,0.001,0.0,0.003,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.004,0.002
gather,0.003,0.004,0.005,0.006,0.005,0.007,0.011,0.013,0.011,0.007,0.003,0.015
talk,0.003,0.004,0.007,0.007,0.006,0.007,0.011,0.009,0.01,0.009,0.01,0.013
##rima,0.0,0.004,0.002,0.004,0.006,0.009,0.014,0.01,0.003,0.001,0.032,0.055
##ens,0.002,0.01,0.012,0.02,0.015,0.018,0.022,0.029,0.031,0.045,0.082,0.004
pair,0.005,0.017,0.035,0.037,0.027,0.028,0.032,0.032,0.019,0.01,0.011,0.022
mate,0.008,0.007,0.02,0.037,0.042,0.042,0.048,0.044,0.039,0.033,0.029,0.04
married,0.001,0.003,0.002,0.002,0.003,0.002,0.004,0.003,0.003,0.002,0.003,0.01
live,0.002,0.005,0.006,0.008,0.009,0.008,0.01,0.011,0.009,0.008,0.012,0.029
consumption,0.001,0.003,0.004,0.005,0.007,0.008,0.011,0.009,0.007,0.005,0.006,0.006
lock,0.003,0.003,0.005,0.002,0.003,0.003,0.005,0.004,0.004,0.008,0.017,0.042
engaged,0.001,0.002,0.01,0.01,0.01,0.01,0.01,0.013,0.012,0.013,0.019,0.028
inter,0.004,0.004,0.002,0.002,0.004,0.005,0.007,0.009,0.01,0.011,0.02,0.004
##mes,0.003,0.004,0.005,0.009,0.016,0.029,0.038,0.053,0.048,0.032,0.022,0.018
##hed,0.001,0.005,0.007,0.01,0.016,0.015,0.013,0.01,0.007,0.005,0.006,0.018
vows,0.002,0.011,0.019,0.026,0.025,0.031,0.046,0.05,0.042,0.035,0.021,0.052
join,0.005,0.006,0.006,0.008,0.01,0.014,0.024,0.026,0.021,0.016,0.013,0.038
allow,0.003,0.004,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.004,0.009,0.034
general,0.004,0.006,0.009,0.01,0.011,0.014,0.012,0.013,0.013,0.012,0.018,0.012
secondary,0.029,0.044,0.042,0.047,0.048,0.05,0.062,0.067,0.057,0.048,0.053,0.113
school,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.006,0.007,0.008,0.013,0.011
grades,0.014,0.024,0.025,0.015,0.01,0.008,0.007,0.007,0.006,0.007,0.014,0.025
9,0.005,0.008,0.014,0.011,0.011,0.012,0.009,0.008,0.006,0.007,0.018,0.042
12,0.004,0.004,0.004,0.005,0.005,0.008,0.012,0.018,0.028,0.035,0.049,0.024
including,0.001,0.002,0.003,0.004,0.005,0.007,0.008,0.009,0.006,0.006,0.008,0.01
American,0.003,0.004,0.005,0.006,0.007,0.008,0.01,0.011,0.011,0.01,0.012,0.011
leader,0.002,0.004,0.008,0.016,0.014,0.014,0.011,0.01,0.008,0.01,0.018,0.009
sign,0.004,0.007,0.008,0.007,0.008,0.007,0.008,0.007,0.005,0.005,0.009,0.006
Declaration,0.041,0.055,0.082,0.075,0.096,0.109,0.122,0.139,0.135,0.122,0.109,0.398
car,0.004,0.007,0.011,0.014,0.02,0.017,0.024,0.027,0.025,0.015,0.013,0.011
British,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.005,0.008,0.015
term,0.003,0.02,0.027,0.029,0.031,0.034,0.039,0.047,0.045,0.049,0.062,0.011
monopoly,0.0,0.001,0.001,0.002,0.004,0.003,0.003,0.002,0.003,0.002,0.004,0.005
exploit,0.001,0.002,0.001,0.002,0.003,0.004,0.004,0.003,0.003,0.002,0.003,0.003
compound,0.003,0.036,0.058,0.052,0.047,0.037,0.051,0.046,0.034,0.031,0.028,0.048
cracking,0.01,0.018,0.018,0.013,0.012,0.01,0.011,0.011,0.008,0.008,0.016,0.016
interested,0.002,0.003,0.006,0.006,0.008,0.007,0.009,0.009,0.007,0.005,0.005,0.003
##red,0.002,0.001,0.004,0.006,0.009,0.012,0.015,0.01,0.004,0.006,0.017,0.027
To,0.007,0.004,0.003,0.006,0.007,0.007,0.009,0.011,0.008,0.007,0.009,0.322
emotionally,0.002,0.008,0.019,0.044,0.054,0.053,0.08,0.071,0.046,0.034,0.019,0.068
intellectual,0.007,0.021,0.039,0.034,0.029,0.023,0.023,0.023,0.015,0.017,0.027,0.05
attached,0.001,0.005,0.004,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.004,0.01
goods,0.001,0.004,0.006,0.009,0.009,0.01,0.015,0.017,0.017,0.014,0.012,0.029
##mer,0.001,0.005,0.004,0.005,0.008,0.01,0.012,0.016,0.024,0.028,0.035,0.009
rates,0.006,0.006,0.008,0.009,0.01,0.014,0.015,0.017,0.015,0.012,0.013,0.041
management,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.008,0.008
remove,0.003,0.006,0.008,0.006,0.005,0.005,0.006,0.007,0.01,0.014,0.029,0.005
h,0.004,0.007,0.009,0.014,0.015,0.015,0.017,0.015,0.015,0.014,0.02,0.041
##usk,0.002,0.008,0.014,0.021,0.025,0.031,0.035,0.033,0.044,0.053,0.058,0.011
shell,0.008,0.006,0.009,0.008,0.006,0.005,0.009,0.013,0.009,0.007,0.003,0.004
fall,0.002,0.005,0.012,0.012,0.015,0.015,0.02,0.019,0.02,0.019,0.019,0.036
##tain,0.003,0.009,0.02,0.019,0.027,0.033,0.035,0.035,0.025,0.019,0.011,0.024
eating,0.004,0.005,0.005,0.006,0.008,0.01,0.012,0.016,0.016,0.017,0.018,0.019
foods,0.001,0.003,0.005,0.003,0.004,0.003,0.005,0.003,0.004,0.002,0.004,0.01
hot,0.003,0.006,0.009,0.012,0.009,0.009,0.011,0.009,0.006,0.004,0.006,0.015
burning,0.002,0.004,0.006,0.008,0.008,0.007,0.01,0.01,0.018,0.022,0.036,0.009
refused,0.001,0.006,0.015,0.014,0.017,0.018,0.022,0.02,0.015,0.012,0.012,0.019
cooking,0.003,0.003,0.007,0.008,0.008,0.006,0.007,0.008,0.009,0.01,0.022,0.016
app,0.003,0.012,0.028,0.033,0.027,0.016,0.015,0.012,0.009,0.009,0.01,0.017
kitchen,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.004,0.017,0.007
r,0.001,0.005,0.007,0.008,0.01,0.011,0.011,0.013,0.011,0.01,0.013,0.026
##ins,0.001,0.001,0.003,0.006,0.011,0.013,0.015,0.015,0.022,0.028,0.046,0.008
