word,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
classified,0.079,0.013,0.046,0.024,0.011,0.016,0.016,0.011,0.009,0.007,0.053,0.572
maximum,0.025,0.016,0.041,0.017,0.016,0.014,0.008,0.007,0.009,0.004,0.018,0.724
sustained,0.057,0.014,0.026,0.038,0.023,0.018,0.021,0.014,0.031,0.032,0.179,0.637
winds,0.063,0.021,0.062,0.039,0.052,0.02,0.028,0.027,0.028,0.027,0.07,0.652
125,0.069,0.049,0.032,0.071,0.064,0.087,0.09,0.104,0.113,0.051,0.136,0.299
saying,0.041,0.023,0.018,0.014,0.009,0.01,0.011,0.008,0.012,0.02,0.094,0.736
broke,0.061,0.009,0.02,0.014,0.016,0.01,0.02,0.021,0.039,0.051,0.128,0.811
cutting,0.051,0.011,0.011,0.039,0.034,0.078,0.071,0.082,0.081,0.078,0.281,0.448
decisions,0.036,0.006,0.013,0.007,0.013,0.012,0.03,0.04,0.063,0.062,0.095,0.509
magazine,0.037,0.02,0.03,0.02,0.017,0.004,0.01,0.035,0.059,0.053,0.159,0.478
figures,0.063,0.024,0.02,0.036,0.023,0.013,0.028,0.026,0.033,0.037,0.114,0.779
Edition,0.013,0.007,0.018,0.021,0.025,0.011,0.018,0.028,0.025,0.032,0.166,0.657
processor,0.03,0.004,0.026,0.018,0.013,0.006,0.01,0.008,0.005,0.007,0.038,0.771
300,0.056,0.987,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.987,0.8
named,0.044,0.02,0.018,0.015,0.01,0.008,0.01,0.031,0.022,0.016,0.159,0.708
user,0.043,0.021,0.037,0.022,0.022,0.021,0.019,0.027,0.023,0.015,0.01,0.582
version,0.047,0.013,0.016,0.022,0.018,0.023,0.031,0.032,0.032,0.029,0.148,0.814
Oracle,0.498,0.986,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.922
No,0.753,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.917
U.S.,0.786,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.895
drink,0.019,0.007,0.014,0.006,0.013,0.006,0.01,0.013,0.04,0.036,0.187,0.586
maker,0.027,0.032,0.039,0.068,0.053,0.025,0.015,0.018,0.011,0.011,0.215,0.609
Inc.,0.028,0.007,0.015,0.011,0.018,0.015,0.017,0.024,0.026,0.035,0.091,0.773
Wall,0.537,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.948
Street,0.051,0.03,0.021,0.021,0.011,0.011,0.016,0.016,0.014,0.013,0.03,0.665
waiting,0.006,0.983,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.992,0.979,0.878
earnings,0.043,0.015,0.036,0.041,0.037,0.028,0.023,0.034,0.039,0.043,0.138,0.71
Microsoft,0.748,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.884
Virtual,0.319,0.985,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.944
PC,0.105,0.988,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.99,0.909
bought,0.054,0.034,0.033,0.038,0.027,0.025,0.021,0.019,0.039,0.04,0.156,0.714
aides,0.036,0.027,0.04,0.026,0.024,0.015,0.018,0.017,0.055,0.084,0.277,0.728
trigger,0.021,0.015,0.022,0.022,0.013,0.006,0.01,0.013,0.02,0.012,0.044,0.795
chaos,0.11,0.023,0.02,0.03,0.008,0.017,0.006,0.011,0.008,0.015,0.066,0.682
private,0.023,0.067,0.024,0.011,0.008,0.008,0.007,0.007,0.008,0.008,0.021,0.711
His,0.72,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.945
Sea,0.023,0.016,0.034,0.021,0.018,0.018,0.017,0.012,0.01,0.002,0.021,0.682
December,0.013,0.007,0.008,0.004,0.015,0.009,0.013,0.012,0.021,0.012,0.011,0.802
Center,0.018,0.021,0.016,0.03,0.023,0.014,0.021,0.014,0.015,0.017,0.031,0.778
Williams,0.485,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.993,0.951
inside,0.033,0.015,0.026,0.02,0.013,0.014,0.013,0.015,0.026,0.018,0.066,0.775
apartment,0.024,0.011,0.018,0.007,0.026,0.008,0.024,0.031,0.06,0.053,0.175,0.517
Bay,0.043,0.046,0.032,0.026,0.02,0.022,0.021,0.026,0.043,0.05,0.098,0.666
St.,0.779,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.919
man,0.024,0.004,0.852,0.892,0.789,0.706,0.626,0.493,0.407,0.333,0.19,0.371
drill,0.053,0.004,0.018,0.016,0.021,0.005,0.008,0.018,0.028,0.031,0.095,0.839
September,0.039,0.052,0.022,0.023,0.013,0.011,0.021,0.019,0.021,0.022,0.053,0.739
11,0.007,0.976,0.998,0.997,0.996,0.995,0.994,0.991,0.989,0.983,0.966,0.769
terrorist,0.037,0.006,0.007,0.011,0.006,0.005,0.006,0.011,0.009,0.01,0.01,0.655
attacks,0.043,0.021,0.024,0.022,0.021,0.015,0.013,0.016,0.017,0.016,0.065,0.774
nation,0.051,0.017,0.022,0.02,0.019,0.014,0.017,0.026,0.027,0.022,0.071,0.795
Sept.,0.005,0.985,0.999,0.999,0.998,0.997,0.997,0.995,0.994,0.991,0.981,0.796
until,0.017,0.972,0.998,0.997,0.996,0.995,0.994,0.991,0.988,0.98,0.955,0.868
October,0.009,0.985,0.999,0.999,0.998,0.998,0.997,0.997,0.996,0.994,0.988,0.898
endorse,0.038,0.004,0.018,0.005,0.006,0.003,0.002,0.004,0.009,0.02,0.019,0.641
announced,0.05,0.029,0.026,0.016,0.01,0.009,0.011,0.015,0.014,0.015,0.064,0.82
confirmed,0.055,0.044,0.049,0.05,0.03,0.015,0.011,0.01,0.025,0.046,0.061,0.707
operated,0.03,0.018,0.013,0.009,0.012,0.026,0.031,0.02,0.016,0.012,0.022,0.769
coach,0.035,0.01,0.017,0.007,0.012,0.012,0.006,0.014,0.019,0.017,0.051,0.73
passengers,0.035,0.014,0.022,0.012,0.009,0.011,0.009,0.015,0.028,0.04,0.096,0.755
mixed,0.07,0.025,0.038,0.029,0.052,0.036,0.042,0.06,0.095,0.133,0.341,0.657
operating,0.011,0.984,0.999,0.999,0.998,0.997,0.997,0.996,0.995,0.992,0.981,0.806
they,0.006,0.981,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.99,0.979,0.887
17,0.367,0.991,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.92
reported,0.069,0.035,0.041,0.049,0.034,0.02,0.017,0.012,0.02,0.024,0.073,0.676
World,0.742,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.941
Health,0.019,0.983,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.986,0.878
Iraqi,0.518,0.989,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.996,0.991,0.877
expected,0.059,0.033,0.04,0.028,0.019,0.015,0.016,0.025,0.023,0.016,0.049,0.799
visit,0.064,0.031,0.039,0.036,0.026,0.023,0.026,0.029,0.05,0.052,0.157,0.782
Yemen,0.528,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.91
Bahrain,0.759,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.992,0.947
Beirut,0.035,0.026,0.029,0.009,0.01,0.011,0.014,0.01,0.014,0.008,0.036,0.777
Syria,0.309,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.919
General,0.311,0.985,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.99,0.881
told,0.049,0.033,0.042,0.037,0.018,0.025,0.015,0.012,0.024,0.028,0.075,0.811
reporters,0.02,0.007,0.006,0.009,0.023,0.004,0.021,0.035,0.069,0.069,0.221,0.796
n't,0.045,0.022,0.029,0.027,0.046,0.031,0.044,0.065,0.114,0.121,0.253,0.663
rules,0.046,0.032,0.047,0.033,0.024,0.023,0.021,0.02,0.015,0.017,0.048,0.773
At,0.791,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.958
Richard,0.701,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.934
chairman,0.037,0.025,0.007,0.018,0.015,0.015,0.017,0.008,0.008,0.016,0.056,0.796
Joint,0.078,0.017,0.018,0.025,0.024,0.007,0.008,0.014,0.037,0.034,0.078,0.453
son,0.022,0.021,0.019,0.026,0.021,0.013,0.008,0.018,0.012,0.013,0.08,0.725
Mayor,0.497,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.925
James,0.149,0.986,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.993,0.884
ordered,0.033,0.018,0.016,0.014,0.016,0.02,0.027,0.025,0.035,0.034,0.094,0.75
flags,0.036,0.027,0.036,0.015,0.017,0.014,0.006,0.005,0.005,0.007,0.007,0.745
flown,0.085,0.042,0.02,0.057,0.04,0.037,0.054,0.031,0.057,0.04,0.155,0.843
30,0.008,0.958,0.997,0.995,0.994,0.991,0.989,0.985,0.979,0.971,0.933,0.794
staff,0.03,0.017,0.02,0.031,0.016,0.02,0.026,0.023,0.018,0.018,0.021,0.805
Tom,0.593,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.961
got,0.053,0.03,0.041,0.048,0.016,0.019,0.023,0.033,0.028,0.026,0.062,0.704
national,0.021,0.907,0.996,0.995,0.994,0.992,0.99,0.986,0.98,0.967,0.914,0.68
attends,0.032,0.048,0.082,0.004,0.011,0.013,0.035,0.073,0.134,0.147,0.268,0.488
manager,0.047,0.013,0.024,0.009,0.011,0.008,0.009,0.02,0.013,0.009,0.062,0.73
operations,0.023,0.026,0.006,0.005,0.006,0.007,0.014,0.017,0.017,0.012,0.048,0.703
Ohio,0.042,0.049,0.053,0.035,0.033,0.019,0.011,0.02,0.02,0.029,0.05,0.605
based,0.018,0.922,0.995,0.993,0.99,0.988,0.984,0.978,0.97,0.955,0.888,0.681
East,0.501,0.987,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.993,0.934
Central,0.088,0.985,0.999,0.999,0.998,0.998,0.998,0.997,0.996,0.994,0.988,0.915
Area,0.055,0.001,0.011,0.007,0.015,0.022,0.009,0.01,0.015,0.005,0.002,0.37
Council,0.062,0.018,0.014,0.011,0.015,0.014,0.014,0.021,0.035,0.039,0.03,0.786
scenario,0.093,0.032,0.033,0.021,0.018,0.021,0.016,0.024,0.032,0.024,0.101,0.595
investigators,0.102,0.986,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.986,0.837
considering,0.062,0.021,0.023,0.028,0.021,0.016,0.01,0.01,0.024,0.031,0.109,0.754
They,0.777,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.913
only,0.028,0.009,0.98,0.97,0.962,0.951,0.94,0.922,0.89,0.832,0.498,0.837
ozone,0.028,0.006,0.007,0.022,0.014,0.007,0.004,0.005,0.006,0.014,0.076,0.722
breaks,0.015,0.016,0.021,0.033,0.028,0.019,0.024,0.036,0.046,0.044,0.174,0.337
cholesterol,0.016,0.012,0.011,0.002,0.004,0.002,0.003,0.002,0.005,0.002,0.084,0.596
And,0.798,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.994,0.957
samples,0.037,0.012,0.007,0.017,0.018,0.01,0.041,0.03,0.079,0.094,0.238,0.66
developed,0.043,0.01,0.007,0.015,0.012,0.013,0.012,0.021,0.011,0.015,0.147,0.72
leaders,0.01,0.944,0.997,0.996,0.994,0.993,0.992,0.99,0.986,0.981,0.949,0.85
industry,0.029,0.016,0.036,0.033,0.031,0.032,0.027,0.036,0.041,0.021,0.061,0.687
called,0.043,0.014,0.013,0.015,0.013,0.02,0.022,0.02,0.033,0.041,0.145,0.824
14,0.044,0.02,0.016,0.014,0.012,0.009,0.012,0.017,0.033,0.042,0.087,0.556
hours,0.031,0.02,0.022,0.015,0.018,0.011,0.013,0.015,0.014,0.012,0.031,0.819
"1,000",0.051,0.035,0.042,0.028,0.024,0.014,0.019,0.026,0.029,0.035,0.126,0.658
just,0.016,0.963,0.997,0.995,0.994,0.992,0.99,0.986,0.981,0.972,0.933,0.788
Earlier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
month,0.042,0.015,0.02,0.02,0.018,0.015,0.019,0.019,0.02,0.016,0.075,0.697
second,0.064,0.022,0.023,0.021,0.014,0.015,0.012,0.013,0.017,0.017,0.053,0.775
quarter,0.035,0.011,0.024,0.019,0.018,0.01,0.014,0.016,0.012,0.007,0.048,0.768
7,0.323,0.989,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.991,0.904
cents,0.06,0.017,0.03,0.032,0.024,0.013,0.016,0.015,0.019,0.032,0.109,0.725
share,0.039,0.037,0.026,0.014,0.014,0.014,0.014,0.014,0.02,0.015,0.037,0.766
Excluding,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fees,0.07,0.045,0.082,0.065,0.038,0.019,0.021,0.018,0.021,0.025,0.102,0.884
charges,0.043,0.024,0.027,0.026,0.027,0.015,0.016,0.019,0.026,0.02,0.047,0.695
4,0.203,0.989,0.999,0.999,0.999,0.998,0.998,0.997,0.997,0.995,0.989,0.854
budget,0.079,0.018,0.024,0.026,0.017,0.025,0.022,0.021,0.022,0.024,0.018,0.64
comes,0.041,0.031,0.036,0.038,0.028,0.032,0.027,0.025,0.028,0.039,0.046,0.57
negotiations,0.028,0.004,0.005,0.015,0.016,0.027,0.03,0.042,0.024,0.029,0.026,0.656
Bloomberg,0.496,0.985,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.922
administration,0.049,0.005,0.011,0.013,0.029,0.01,0.015,0.018,0.028,0.024,0.102,0.778
mayor,0.048,0.018,0.034,0.027,0.031,0.024,0.019,0.028,0.035,0.047,0.138,0.519
Also,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
increased,0.055,0.016,0.024,0.036,0.021,0.014,0.016,0.022,0.037,0.039,0.127,0.763
risk,0.034,0.008,0.009,0.012,0.013,0.015,0.018,0.02,0.031,0.027,0.029,0.799
those,0.026,0.48,0.993,0.989,0.988,0.983,0.979,0.971,0.957,0.929,0.749,0.727
immune,0.143,0.987,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.994,0.835
systems,0.02,0.007,0.009,0.011,0.012,0.007,0.005,0.01,0.022,0.027,0.063,0.644
cancer,0.037,0.024,0.024,0.015,0.013,0.006,0.007,0.008,0.012,0.018,0.019,0.747
diabetes,0.062,0.04,0.113,0.043,0.02,0.026,0.004,0.004,0.006,0.003,0.056,0.688
AIDS,0.023,0.022,0.023,0.048,0.032,0.017,0.023,0.015,0.019,0.006,0.032,0.635
Local,0.789,0.989,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.972
police,0.035,0.931,0.996,0.995,0.994,0.992,0.991,0.987,0.983,0.973,0.935,0.767
authorities,0.011,0.948,0.996,0.995,0.994,0.991,0.989,0.985,0.981,0.971,0.934,0.755
treating,0.051,0.012,0.029,0.039,0.029,0.022,0.051,0.046,0.044,0.044,0.056,0.67
explosion,0.032,0.03,0.033,0.03,0.018,0.017,0.028,0.023,0.027,0.019,0.084,0.686
criminal,0.044,0.011,0.019,0.026,0.024,0.011,0.015,0.012,0.024,0.026,0.022,0.83
nothing,0.029,0.013,0.022,0.009,0.004,0.006,0.009,0.009,0.008,0.018,0.041,0.773
ruled,0.054,0.013,0.019,0.032,0.029,0.026,0.025,0.026,0.052,0.047,0.137,0.637
Police,0.771,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.995,0.919
Chief,0.347,0.987,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.914
Francisco,0.077,0.048,0.045,0.044,0.04,0.023,0.014,0.01,0.02,0.054,0.214,0.438
For,0.769,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.946
me,0.028,0.607,0.991,0.988,0.985,0.979,0.972,0.963,0.948,0.923,0.802,0.811
seemed,0.041,0.023,0.029,0.04,0.034,0.02,0.026,0.03,0.062,0.044,0.165,0.727
manufactured,0.049,0.022,0.008,0.013,0.008,0.009,0.005,0.003,0.004,0.021,0.116,0.862
opponents,0.048,0.009,0.013,0.009,0.003,0.01,0.023,0.014,0.013,0.014,0.047,0.78
released,0.055,0.023,0.034,0.028,0.011,0.014,0.015,0.012,0.019,0.019,0.032,0.821
Mrs,0.016,0.985,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.996,0.992,0.907
Clinton,0.718,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.905
writes,0.041,0.022,0.022,0.021,0.011,0.02,0.034,0.026,0.024,0.016,0.027,0.853
2001,0.027,0.058,0.056,0.056,0.033,0.031,0.038,0.049,0.043,0.028,0.048,0.728
2002,0.032,0.032,0.027,0.024,0.014,0.008,0.012,0.019,0.024,0.018,0.072,0.753
transfers,0.007,0.01,0.012,0.006,0.009,0.006,0.012,0.026,0.071,0.052,0.16,0.244
company,0.053,0.022,0.024,0.035,0.014,0.011,0.012,0.014,0.015,0.012,0.055,0.791
40,0.148,0.989,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.989,0.881
accounts,0.023,0.003,0.025,0.019,0.034,0.025,0.018,0.017,0.037,0.043,0.097,0.632
prosecutors,0.023,0.011,0.018,0.017,0.014,0.014,0.015,0.027,0.049,0.041,0.122,0.684
four,0.004,0.981,0.998,0.998,0.997,0.996,0.995,0.994,0.992,0.988,0.975,0.8
University,0.004,0.981,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.992,0.985,0.762
launched,0.063,0.015,0.033,0.025,0.033,0.019,0.022,0.023,0.063,0.087,0.205,0.654
1996,0.024,0.037,0.034,0.06,0.03,0.013,0.012,0.022,0.012,0.012,0.106,0.851
studies,0.069,0.037,0.066,0.039,0.021,0.012,0.011,0.018,0.041,0.072,0.2,0.635
indicated,0.015,0.004,0.011,0.005,0.015,0.011,0.009,0.011,0.027,0.06,0.1,0.668
God,0.192,0.987,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.991,0.92
walked,0.069,0.017,0.044,0.031,0.027,0.019,0.038,0.065,0.071,0.052,0.137,0.765
courtroom,0.032,0.007,0.006,0.021,0.027,0.063,0.027,0.018,0.031,0.009,0.042,0.762
supporters,0.056,0.013,0.021,0.013,0.017,0.019,0.019,0.018,0.036,0.036,0.093,0.599
Metropolitan,0.663,0.991,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.895
scene,0.04,0.012,0.003,0.006,0.014,0.017,0.025,0.031,0.064,0.066,0.094,0.814
children,0.038,0.016,0.027,0.028,0.02,0.017,0.021,0.021,0.028,0.025,0.14,0.69
aged,0.054,0.041,0.046,0.067,0.06,0.058,0.038,0.019,0.027,0.033,0.164,0.742
injuries,0.038,0.009,0.01,0.035,0.03,0.04,0.062,0.043,0.034,0.018,0.031,0.633
20,0.008,0.983,0.999,0.998,0.997,0.996,0.996,0.994,0.992,0.988,0.975,0.909
shareholders,0.019,0.001,0.003,0.01,0.009,0.013,0.003,0.01,0.026,0.032,0.109,0.557
holders,0.051,0.002,0.011,0.013,0.013,0.008,0.01,0.016,0.003,0.003,0.032,0.865
Intelligence,0.056,0.012,0.036,0.033,0.048,0.021,0.04,0.033,0.071,0.047,0.07,0.745
Committee,0.012,0.92,0.996,0.995,0.994,0.991,0.988,0.984,0.978,0.964,0.901,0.643
This,0.807,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.994,0.787
About,0.633,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.919
22,0.058,0.988,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.993,0.985,0.912
roughly,0.024,0.011,0.04,0.018,0.016,0.002,0.008,0.012,0.02,0.004,0.033,0.886
pounds,0.016,0.002,0.025,0.021,0.023,0.013,0.014,0.016,0.006,0.007,0.025,0.582
healthy,0.041,0.054,0.05,0.079,0.016,0.004,0.007,0.012,0.006,0.003,0.047,0.345
31,0.02,0.035,0.028,0.032,0.025,0.016,0.01,0.017,0.026,0.029,0.053,0.851
Americans,0.007,0.983,0.999,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.985,0.852
now,0.029,0.073,0.991,0.987,0.983,0.977,0.969,0.956,0.941,0.91,0.732,0.811
valuable,0.054,0.026,0.031,0.02,0.012,0.0,0.0,0.008,0.013,0.011,0.064,0.613
couple,0.041,0.013,0.014,0.017,0.014,0.01,0.023,0.028,0.072,0.055,0.199,0.463
Friends,0.453,0.989,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.993,0.923
Shares,0.814,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.903
Coke,0.123,0.987,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.995,0.988,0.845
Stock,0.003,0.978,0.998,0.998,0.997,0.997,0.996,0.995,0.993,0.99,0.981,0.777
Exchange,0.021,0.016,0.018,0.011,0.042,0.02,0.015,0.023,0.028,0.039,0.116,0.767
morning,0.055,0.026,0.019,0.024,0.018,0.008,0.012,0.021,0.019,0.015,0.077,0.594
Coca,0.832,0.992,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.927
Cola,0.071,0.01,0.025,0.023,0.026,0.02,0.033,0.09,0.03,0.044,0.102,0.407
34,0.07,0.021,0.047,0.049,0.049,0.052,0.05,0.035,0.01,0.007,0.08,0.858
Her,0.76,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.994,0.966
Green,0.137,0.985,0.999,0.999,0.999,0.998,0.998,0.998,0.997,0.995,0.991,0.924
Aug.,0.209,0.989,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.994,0.987,0.89
Remains,0.829,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.996,0.952
Mills,0.014,0.007,0.023,0.014,0.022,0.015,0.033,0.057,0.09,0.074,0.11,0.484
these,0.019,0.97,0.998,0.997,0.997,0.996,0.994,0.992,0.989,0.983,0.96,0.816
messages,0.044,0.021,0.022,0.008,0.014,0.008,0.013,0.015,0.016,0.008,0.029,0.701
my,0.005,0.974,0.998,0.997,0.996,0.994,0.993,0.99,0.986,0.978,0.953,0.733
everyone,0.046,0.031,0.013,0.01,0.019,0.014,0.018,0.021,0.021,0.016,0.059,0.788
Fighting,0.776,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.962
continued,0.026,0.011,0.011,0.014,0.014,0.005,0.008,0.014,0.026,0.026,0.138,0.707
western,0.006,0.979,0.998,0.998,0.998,0.997,0.997,0.996,0.994,0.992,0.984,0.822
rebel,0.031,0.017,0.019,0.033,0.016,0.019,0.015,0.015,0.034,0.031,0.089,0.684
commander,0.034,0.006,0.009,0.016,0.024,0.015,0.025,0.044,0.035,0.025,0.068,0.882
Reuters,0.079,0.986,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.992,0.902
satellite,0.04,0.037,0.065,0.045,0.058,0.012,0.016,0.02,0.06,0.067,0.246,0.241
phone,0.034,0.013,0.015,0.016,0.016,0.01,0.02,0.035,0.021,0.015,0.05,0.678
Sunday,0.005,0.977,0.998,0.998,0.998,0.997,0.996,0.995,0.993,0.991,0.981,0.899
burned,0.066,0.027,0.024,0.011,0.017,0.005,0.009,0.018,0.026,0.023,0.122,0.823
villages,0.02,0.023,0.036,0.056,0.017,0.022,0.008,0.01,0.019,0.027,0.123,0.666
bush,0.037,0.016,0.016,0.02,0.012,0.011,0.013,0.02,0.016,0.013,0.048,0.815
August,0.04,0.025,0.018,0.011,0.015,0.007,0.013,0.016,0.032,0.027,0.036,0.825
best,0.024,0.319,0.993,0.991,0.989,0.985,0.98,0.971,0.959,0.936,0.764,0.703
seen,0.032,0.01,0.027,0.015,0.012,0.012,0.016,0.024,0.024,0.022,0.078,0.696
began,0.051,0.019,0.032,0.026,0.035,0.035,0.033,0.043,0.049,0.039,0.132,0.858
1997,0.078,0.01,0.038,0.036,0.033,0.014,0.015,0.012,0.015,0.013,0.017,0.732
created,0.051,0.021,0.007,0.009,0.011,0.009,0.006,0.008,0.006,0.006,0.029,0.834
unwanted,0.003,0.002,0.022,0.017,0.006,0.004,0.01,0.019,0.064,0.173,0.454,0.744
intent,0.058,0.003,0.02,0.006,0.003,0.005,0.01,0.016,0.012,0.014,0.045,0.755
Gates,0.476,0.989,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.996,0.991,0.87
warming,0.038,0.088,0.139,0.061,0.076,0.053,0.033,0.018,0.015,0.01,0.02,0.623
us,0.031,0.036,0.045,0.03,0.017,0.015,0.015,0.022,0.014,0.01,0.085,0.698
US,0.833,0.991,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.951
Special,0.706,0.988,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.997,0.993,0.9
Forces,0.044,0.016,0.056,0.038,0.036,0.021,0.014,0.051,0.065,0.067,0.219,0.608
training,0.043,0.011,0.012,0.013,0.015,0.013,0.017,0.019,0.017,0.021,0.039,0.782
soldiers,0.046,0.011,0.014,0.015,0.026,0.023,0.032,0.042,0.063,0.069,0.184,0.652
bases,0.064,0.011,0.005,0.008,0.011,0.004,0.001,0.009,0.046,0.097,0.283,0.517
pipeline,0.061,0.029,0.039,0.032,0.047,0.01,0.01,0.015,0.03,0.019,0.078,0.685
Colombia,0.325,0.99,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.997,0.992,0.557
biggest,0.048,0.021,0.03,0.025,0.022,0.015,0.019,0.025,0.046,0.046,0.149,0.699
field,0.066,0.024,0.017,0.015,0.011,0.015,0.017,0.016,0.014,0.015,0.041,0.692
came,0.053,0.014,0.02,0.021,0.022,0.016,0.019,0.022,0.048,0.039,0.091,0.681
hearing,0.045,0.026,0.024,0.026,0.016,0.011,0.011,0.017,0.04,0.037,0.121,0.652
opinions,0.021,0.031,0.03,0.002,0.007,0.005,0.012,0.014,0.013,0.009,0.016,0.704
customers,0.071,0.009,0.017,0.018,0.018,0.02,0.019,0.025,0.043,0.041,0.125,0.664
our,0.012,0.957,0.996,0.994,0.993,0.99,0.987,0.981,0.975,0.96,0.907,0.793
spokeswoman,0.044,0.023,0.023,0.03,0.021,0.026,0.033,0.034,0.043,0.014,0.082,0.685
Wal,0.739,0.987,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.969
Mart,0.047,0.071,0.101,0.131,0.072,0.05,0.08,0.088,0.064,0.062,0.096,0.41
Lord,0.686,0.99,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.972
beginning,0.064,0.031,0.05,0.023,0.033,0.016,0.025,0.047,0.089,0.088,0.222,0.788
courts,0.024,0.006,0.011,0.009,0.011,0.014,0.018,0.023,0.04,0.036,0.11,0.731
Service,0.006,0.975,0.998,0.998,0.997,0.997,0.996,0.995,0.993,0.99,0.979,0.846
justice,0.044,0.013,0.018,0.016,0.011,0.014,0.011,0.009,0.016,0.009,0.038,0.666
We,0.808,0.992,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.998,0.995,0.954
schools,0.054,0.014,0.028,0.019,0.022,0.017,0.021,0.025,0.038,0.05,0.123,0.726
